round,client,loss,accuracy,Normal,SQL_injection,Uploading,Backdoor,Port_Scanning,XSS,Password,Fingerprinting,zkp_rejected,krum_selected,krum_detected_byzantine,dp_epsilon_spent,round_time_s,dp_epsilon_target,dp_noise_multiplier,krum_scores_byzantine_mean,krum_scores_honest_mean,krum_score_ratio,nan_this_round
1,1,1.460601,0.666103,0.795874,0.183306,0.000000,0.000000,0.000000,0.000000,0.121417,0.000000,0,0,1,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A
1,2,1.345977,0.787315,0.880104,0.109091,0.000000,0.000000,0.000000,0.000000,0.126649,0.000000,0,0,1,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A
1,3,2.254072,0.041893,0.055738,0.139657,0.000000,0.000000,0.000000,0.000000,0.200000,0.000000,0,1,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A
1,4,1.503664,0.591732,0.738536,0.165308,0.000000,0.000000,0.000000,0.000000,0.152284,0.000000,0,1,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A
1,5,2.198476,0.037447,0.061190,0.014118,0.000000,0.000000,0.000000,0.000000,0.092157,0.000000,0,1,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A
1,6,1.941478,0.142622,0.179831,0.148702,0.000000,0.000000,0.000000,0.000000,0.124234,0.000000,0,1,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A
1,7,1.469187,0.685669,0.814580,0.170732,0.000000,0.000000,0.000000,0.000000,0.104869,0.000000,0,1,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A
1,8,1.812458,0.253457,0.367396,0.158355,0.000000,0.000000,0.000000,0.000000,0.103666,0.000000,0,1,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A
1,9,1.793298,0.287106,0.413203,0.162969,0.000000,0.000000,0.000000,0.000000,0.123321,0.000000,0,1,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A
1,10,1.499066,0.677960,0.809586,0.149813,0.000000,0.000000,0.000000,0.000000,0.180791,0.000000,0,1,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A
