round,client,loss,accuracy,Normal,SQL_injection,Uploading,Backdoor,Port_Scanning,XSS,Password,Fingerprinting,norm_guard_rejected,krum_selected,krum_detected_byzantine,dp_epsilon_spent_cumulative,round_time_s,dp_full_run_target_epsilon,dp_per_round_target_epsilon_deprecated,dp_noise_multiplier,krum_scores_byzantine_mean,krum_scores_honest_mean,krum_score_ratio,nan_this_round
1,1,1.472916,0.564276,0.716660,0.000000,0.129787,0.000000,0.000000,0.000000,0.050000,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1,2,1.274568,0.680432,0.818106,0.000000,0.041237,0.000000,0.000000,0.094118,0.123134,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1,3,2.951112,0.060635,0.051541,0.000000,0.103586,0.000000,0.000000,0.159468,0.114123,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1,4,1.196693,0.661836,0.796112,0.000000,0.121324,0.000000,0.000000,0.181818,0.100457,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1,5,3.220257,0.060160,0.107119,0.000000,0.028169,0.000000,0.000000,0.108108,0.065217,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1,6,2.572771,0.314754,0.479003,0.000000,0.072727,0.000000,0.000000,0.122449,0.130081,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1,7,2.261284,0.420907,0.590739,0.000000,0.119403,0.000000,0.000000,0.183099,0.120635,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1,8,1.994687,0.210755,0.306825,0.000000,0.080139,0.000000,0.000000,0.090000,0.142020,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1,9,2.809608,0.249067,0.390244,0.000000,0.147059,0.000000,0.000000,0.120301,0.049080,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1,10,1.892524,0.537503,0.708661,0.000000,0.072464,0.000000,0.000000,0.148338,0.071749,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
