round,client,loss,accuracy,Normal,SQL_injection,Uploading,Backdoor,Port_Scanning,XSS,Password,Fingerprinting,norm_guard_rejected,krum_selected,krum_detected_byzantine,dp_epsilon_spent_cumulative,round_time_s,dp_full_run_target_epsilon,dp_per_round_target_epsilon_deprecated,dp_noise_multiplier,krum_scores_byzantine_mean,krum_scores_honest_mean,krum_score_ratio,nan_this_round
17,1,0.522921,0.892748,0.929134,0.949951,0.670732,0.891892,0.962536,0.307692,0.083333,0.875000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
17,2,0.594563,0.893973,0.810631,0.950727,0.544554,0.956522,0.931034,0.466667,0.229885,0.666667,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
17,3,0.557563,0.862986,0.951974,0.782609,0.318841,0.954198,0.814815,0.285714,0.402597,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
17,4,0.954362,0.540984,0.704545,0.324549,0.495423,0.895028,0.980153,0.203046,0.361290,1.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
17,5,0.524832,0.880183,0.929811,0.925959,0.557029,0.954128,0.964960,0.387500,0.355263,0.925926,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
17,6,0.768649,0.735742,0.710781,0.929496,0.683217,0.666667,0.948454,0.268293,0.281407,1.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
17,7,0.439493,0.946660,0.974465,0.966705,0.560510,0.977667,0.909910,0.421053,0.105263,0.883721,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
17,8,0.470980,0.892600,0.958107,0.827907,0.620922,0.826087,0.948052,0.102564,0.328244,0.833333,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
17,9,1.053499,0.482061,0.435331,0.006494,0.119284,0.950495,0.932761,0.324848,0.363196,1.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
17,10,0.655235,0.777461,0.911523,0.733333,0.554301,0.939815,0.872000,0.169492,0.377970,1.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
17,MEAN,0.654210,0.790540,0.831630,0.739773,0.512481,0.901250,0.926467,0.293687,0.288845,0.818465,0,,N/A,N/A,164.45,N/A,N/A,N/A,N/A,N/A,N/A,0
18,1,0.632483,0.828396,0.884384,0.883090,0.664207,0.442953,0.962536,0.320000,0.037037,0.875000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
18,2,0.746937,0.805804,0.773519,0.871847,0.390411,0.944262,0.931034,0.461538,0.118421,0.666667,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
18,3,0.632366,0.816973,0.912125,0.717647,0.289157,0.900000,0.814815,0.666667,0.375000,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
18,4,1.063876,0.544685,0.655908,0.330606,0.516523,0.700855,0.980153,0.252252,0.390693,1.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
18,5,0.632167,0.814828,0.887046,0.853846,0.489888,0.768382,0.964960,0.303448,0.305263,0.925926,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
18,6,0.907767,0.671310,0.671362,0.842434,0.663043,0.259740,0.948454,0.195946,0.213740,1.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
18,7,0.541487,0.860644,0.929553,0.866499,0.473684,0.788000,0.909910,0.250000,0.028986,0.883721,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
18,8,0.558619,0.837857,0.918817,0.786802,0.633018,0.140221,0.948052,0.222222,0.341818,0.833333,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
18,9,1.185527,0.460305,0.397408,0.007812,0.094787,0.930233,0.932761,0.228261,0.378897,1.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
18,10,0.755028,0.737993,0.863281,0.699338,0.568882,0.793037,0.872000,0.194444,0.400413,1.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
18,MEAN,0.765626,0.737880,0.789340,0.685992,0.478360,0.666768,0.926467,0.309478,0.259027,0.818465,0,,N/A,N/A,136.43,N/A,N/A,N/A,N/A,N/A,N/A,0
19,1,0.438705,0.916241,0.964461,0.976077,0.723232,0.904110,0.962536,0.306122,0.153846,0.875000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
19,2,0.528436,0.933594,0.873646,0.979053,0.692737,0.959732,0.931034,0.468085,0.333333,0.666667,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
19,3,0.494818,0.865031,0.970492,0.785340,0.314286,0.954198,0.814815,0.166667,0.410596,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
19,4,0.795120,0.574564,0.891219,0.307107,0.604058,0.915254,0.980153,0.182099,0.380813,1.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
19,5,0.445788,0.900914,0.963166,0.939130,0.614173,0.956322,0.964960,0.545455,0.326531,0.925926,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
19,6,0.624843,0.808881,0.876033,0.945148,0.722008,0.689655,0.948454,0.574109,0.336842,1.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
19,7,0.379834,0.954829,0.980865,0.983051,0.611465,0.977667,0.909910,0.411765,0.142857,0.883721,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
19,8,0.389379,0.899559,0.976680,0.838565,0.671111,0.826087,0.948052,0.091954,0.375479,0.833333,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
19,9,0.865459,0.579771,0.748624,0.005650,0.144796,0.950495,0.932761,0.628709,0.361874,1.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
19,10,0.558432,0.794104,0.957426,0.726857,0.640367,0.939815,0.872000,0.216066,0.395699,1.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
19,MEAN,0.552081,0.822749,0.920261,0.748598,0.573823,0.907334,0.926467,0.359103,0.321787,0.818465,0,,N/A,N/A,147.98,N/A,N/A,N/A,N/A,N/A,N/A,0
20,1,0.437298,0.915220,0.967636,0.977055,0.738397,0.904110,0.962536,0.288288,0.076923,0.875000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
20,2,0.498809,0.941964,0.892193,0.985520,0.740741,0.964942,0.931034,0.436364,0.333333,0.666667,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
20,3,0.479750,0.868098,0.972558,0.785340,0.428571,0.958175,0.814815,0.108108,0.415584,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
20,4,0.805470,0.574035,0.895916,0.316327,0.620388,0.921348,0.980153,0.172680,0.389864,1.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
20,5,0.441543,0.908644,0.964974,0.950735,0.626039,0.958716,0.964960,0.611111,0.375839,0.925926,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
20,6,0.622048,0.814541,0.878229,0.953975,0.718367,0.666667,0.948454,0.604491,0.354167,1.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
20,7,0.378341,0.956271,0.980457,0.988764,0.602740,0.977667,0.914027,0.400000,0.153846,0.909091,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
20,8,0.402722,0.896776,0.975158,0.837104,0.659817,0.826087,0.948052,0.105820,0.388060,0.833333,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
20,9,0.859398,0.597710,0.778626,0.005714,0.165289,0.957865,0.932761,0.636704,0.376301,1.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
20,10,0.557466,0.793866,0.958313,0.736364,0.653659,0.945915,0.872000,0.201878,0.397849,1.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
20,MEAN,0.548285,0.826712,0.926406,0.753690,0.595401,0.908149,0.926879,0.356544,0.326177,0.821002,0,,N/A,N/A,151.84,N/A,N/A,N/A,N/A,N/A,N/A,0
21,1,0.634767,0.817160,0.869800,0.902564,0.601695,0.400000,0.962536,0.285714,0.036364,0.875000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
21,2,0.712654,0.813616,0.768166,0.883000,0.408511,0.942904,0.931034,0.482759,0.120219,0.666667,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
21,3,0.610974,0.826176,0.922395,0.741176,0.289855,0.898396,0.814815,0.222222,0.402439,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
