round,client,loss,accuracy,Normal,SQL_injection,Uploading,Backdoor,Port_Scanning,XSS,Password,Fingerprinting,norm_guard_rejected,krum_selected,krum_detected_byzantine,dp_epsilon_spent_cumulative,round_time_s,dp_full_run_target_epsilon,dp_per_round_target_epsilon_deprecated,dp_noise_multiplier,krum_scores_byzantine_mean,krum_scores_honest_mean,krum_score_ratio,nan_this_round
1,1,1.981031,0.475485,0.650267,0.000000,0.103448,0.000000,0.000000,0.320000,0.000000,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1,2,3.107608,0.075893,0.139535,0.000000,0.063830,0.000000,0.000000,0.413793,0.016129,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1,3,1.926379,0.477505,0.646809,0.000000,0.000000,0.000000,0.000000,0.181818,0.148148,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1,4,2.189794,0.227657,0.329623,0.000000,0.089941,0.000000,0.000000,0.151351,0.127252,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1,5,2.165236,0.455727,0.627705,0.000000,0.066667,0.000000,0.000000,0.299320,0.088050,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1,6,2.280130,0.239007,0.364789,0.000000,0.070922,0.000000,0.000000,0.193980,0.111675,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1,7,1.802793,0.588179,0.746855,0.000000,0.140845,0.000000,0.000000,0.250000,0.000000,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1,8,1.152739,0.760148,0.865672,0.000000,0.065708,0.000000,0.000000,0.153846,0.091667,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1,9,2.620181,0.140458,0.159056,0.000000,0.240000,0.000000,0.000000,0.215938,0.127424,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1,10,1.697853,0.492154,0.658266,0.000000,0.094374,0.000000,0.000000,0.122807,0.126521,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1,MEAN,2.092374,0.393221,0.518858,0.000000,0.093573,0.000000,0.000000,0.230285,0.083687,0.000000,0,,N/A,N/A,38.00,N/A,N/A,N/A,N/A,N/A,N/A,0
2,1,1.058342,0.611849,0.872549,0.423435,0.247934,0.655738,0.843434,0.320000,0.008421,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2,2,1.189268,0.440848,0.611260,0.458616,0.237113,0.746988,0.837209,0.461538,0.039526,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2,3,0.975145,0.711656,0.823529,0.293103,0.117647,0.741419,0.741573,0.666667,0.532468,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2,4,1.114103,0.587255,0.625063,0.145648,0.279426,0.608696,0.809584,0.256881,0.707650,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2,5,1.017858,0.660928,0.853066,0.427861,0.223881,0.709141,0.897243,0.305556,0.187050,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2,6,1.355303,0.427514,0.661562,0.362606,0.259777,0.461538,0.698734,0.195946,0.231738,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2,7,0.989748,0.694378,0.901338,0.444073,0.184874,0.722222,0.773946,0.250000,0.014052,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2,8,0.933509,0.771747,0.909062,0.319783,0.268852,0.360000,0.744898,0.222222,0.333745,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2,9,1.301238,0.564504,0.331320,0.000000,0.157480,0.738617,0.908078,0.228261,0.761905,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
