round,client,loss,accuracy,Normal,SQL_injection,Uploading,Backdoor,Port_Scanning,XSS,Password,Fingerprinting,norm_guard_rejected,krum_selected,krum_detected_byzantine,dp_epsilon_spent_cumulative,round_time_s,dp_full_run_target_epsilon,dp_per_round_target_epsilon_deprecated,dp_noise_multiplier,krum_scores_byzantine_mean,krum_scores_honest_mean,krum_score_ratio,nan_this_round
1,1,1.687862,0.503436,0.679660,0.086022,0.000000,0.000000,0.000000,0.003656,0.042553,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1,2,2.740576,0.163288,0.267000,0.157635,0.000000,0.000000,0.000000,0.000000,0.144330,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1,3,2.313705,0.068463,0.053055,0.140673,0.023810,0.000000,0.000000,0.000000,0.122112,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1,4,1.567110,0.356110,0.540595,0.044944,0.000000,0.000000,0.000000,0.000000,0.131148,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1,5,2.968098,0.084967,0.141026,0.036364,0.000000,0.000000,0.000000,0.000000,0.133333,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1,6,3.498703,0.054004,0.000000,0.150649,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1,7,1.749894,0.560450,0.716163,0.161871,0.000000,0.000000,0.000000,0.000000,0.117386,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1,8,1.868757,0.210642,0.330231,0.136943,0.001642,0.000000,0.000000,0.011204,0.107469,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1,9,2.412828,0.206601,0.325380,0.112676,0.000000,0.000000,0.000000,0.000000,0.145695,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1,10,3.029446,0.135815,0.204317,0.139535,0.000000,0.000000,0.000000,0.000000,0.136364,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1,MEAN,2.383698,0.234378,0.325743,0.116731,0.002545,0.000000,0.000000,0.001486,0.108039,0.000000,0,,N/A,N/A,136.38,N/A,N/A,N/A,N/A,N/A,N/A,0
2,1,0.666764,0.826386,0.899175,0.960000,0.380000,0.240741,0.703704,0.599315,0.255319,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2,2,1.008613,0.474662,0.433286,0.890052,0.552846,0.344600,0.780303,0.157895,0.357724,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2,3,1.037815,0.479243,0.210269,0.719424,0.394366,0.341463,0.181818,0.502947,0.456189,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2,4,0.850134,0.660534,0.790456,0.504673,0.629768,0.284264,0.808081,0.156250,0.467433,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2,5,0.838195,0.609150,0.401216,0.627119,0.657895,0.271845,0.964509,0.352941,0.497041,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2,6,0.668372,0.823091,0.000000,0.961702,0.533333,0.000000,0.879121,0.117647,0.125000,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2,7,0.543102,0.893563,0.968687,0.909485,0.494234,0.117647,0.959657,0.409639,0.406518,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2,8,0.917991,0.557478,0.730307,0.544245,0.578005,0.312500,0.786325,0.166667,0.449207,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2,9,1.004167,0.519560,0.552632,0.832765,0.438596,0.314917,0.000000,0.222222,0.505263,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2,10,0.609044,0.805332,0.795069,0.859956,0.614173,0.000000,0.988764,0.200000,0.497854,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2,MEAN,0.814420,0.664900,0.578109,0.780942,0.527322,0.222798,0.705228,0.288552,0.401755,0.000000,0,,N/A,N/A,159.09,N/A,N/A,N/A,N/A,N/A,N/A,0
3,1,0.398769,0.938617,0.987124,0.968153,0.400000,0.934066,0.882353,0.888291,0.333333,0.413793,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3,2,0.746938,0.880068,0.928244,0.903896,0.564885,0.944940,0.943590,0.250000,0.464000,0.454545,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3,3,0.760307,0.685361,0.774775,0.717201,0.481675,0.930769,0.800000,0.734104,0.572877,0.500000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3,4,0.583378,0.749014,0.910345,0.583333,0.650817,0.897196,0.987342,0.248731,0.605634,0.250000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3,5,0.613948,0.797386,0.830189,0.692308,0.688742,0.927711,0.935484,0.460317,0.666667,0.400000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3,6,0.506236,0.871508,0.000000,0.962963,0.625000,0.714286,0.974359,0.068966,0.222222,0.826087,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3,7,0.328564,0.918234,0.991375,0.913085,0.539033,0.636364,0.944287,0.624096,0.552486,0.100000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3,8,0.669737,0.632363,0.894240,0.558042,0.625865,0.881988,0.966292,0.215103,0.579417,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3,9,0.759274,0.803178,0.907162,0.811189,0.560000,0.914894,0.000000,0.342105,0.641860,0.222222,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3,10,0.443082,0.799296,0.914485,0.866002,0.631868,0.666667,0.943736,0.292035,0.591270,0.257143,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3,MEAN,0.581023,0.807502,0.813794,0.797617,0.576789,0.844888,0.837744,0.412375,0.522977,0.342379,0,,N/A,N/A,141.26,N/A,N/A,N/A,N/A,N/A,N/A,0
4,1,0.343605,0.950069,0.991379,0.982786,0.521739,0.962162,0.882353,0.890688,0.500000,0.466667,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4,2,0.463582,0.912162,0.991870,0.917949,0.699301,0.962925,0.938776,0.268293,0.548387,0.466667,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4,3,0.637962,0.717407,0.905263,0.725714,0.590476,0.946565,0.800000,0.760479,0.609572,0.666667,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4,4,0.431898,0.830924,0.988235,0.595745,0.796554,0.939394,0.987342,0.253886,0.690391,0.470588,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4,5,0.452986,0.835294,0.992481,0.684685,0.821429,0.959064,0.935484,0.479339,0.663102,0.470588,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4,6,0.458263,0.919926,0.000000,0.981818,0.772727,0.833333,0.974359,0.137931,0.416667,0.875000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4,7,0.283259,0.934020,0.996047,0.925387,0.698052,0.652174,0.944287,0.672727,0.630072,0.131148,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4,8,0.547862,0.702212,0.985959,0.572409,0.770028,0.902439,0.966292,0.242347,0.628527,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4,9,0.515422,0.853301,0.991304,0.831081,0.695652,0.955479,0.000000,0.371429,0.663462,0.333333,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4,10,0.388663,0.838028,0.988679,0.880874,0.781553,0.666667,0.943736,0.321951,0.661417,0.257143,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4,MEAN,0.452350,0.849334,0.883122,0.809845,0.714751,0.878020,0.837263,0.439907,0.601160,0.413780,0,,N/A,N/A,144.24,N/A,N/A,N/A,N/A,N/A,N/A,0
5,1,0.310165,0.953733,0.992540,0.982786,0.517241,0.967742,0.843373,0.895442,0.457143,1.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5,2,0.414476,0.922297,0.991870,0.917949,0.713287,0.969790,0.912442,0.265060,0.524590,0.965517,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5,3,0.636185,0.721777,0.924731,0.740316,0.594340,0.962406,0.444444,0.756278,0.606369,0.857143,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5,4,0.380391,0.840123,0.993015,0.602151,0.813847,0.948949,0.919540,0.249364,0.707692,1.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5,5,0.416897,0.845752,0.992481,0.702703,0.802326,0.962099,0.953437,0.459016,0.644809,0.800000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5,6,0.438841,0.931099,0.000000,0.984701,0.772727,1.000000,0.987500,0.137931,0.400000,0.930233,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5,7,0.257638,0.938936,0.996807,0.932445,0.703470,0.750000,0.970297,0.651629,0.622517,0.888889,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5,8,0.534059,0.699365,0.992662,0.576738,0.780714,0.926829,0.947368,0.229746,0.609177,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5,9,0.478963,0.848411,0.988439,0.844595,0.655738,0.955479,0.000000,0.351351,0.630000,1.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5,10,0.360069,0.860664,0.992424,0.886463,0.801887,0.666667,0.976879,0.309091,0.639004,0.842105,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5,MEAN,0.422768,0.856216,0.886497,0.817084,0.715558,0.910996,0.795528,0.430491,0.584130,0.828389,0,,N/A,N/A,159.20,N/A,N/A,N/A,N/A,N/A,N/A,0
6,1,0.307098,0.953275,0.991297,0.984375,0.476190,0.973262,0.843373,0.905710,0.514286,1.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
6,2,0.406633,0.925676,0.986928,0.917949,0.713287,0.971370,0.912442,0.293333,0.593750,0.903226,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
6,3,0.609356,0.736344,0.914894,0.721678,0.587678,0.962406,0.444444,0.814930,0.631710,0.857143,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
6,4,0.373312,0.832676,0.988108,0.571429,0.798434,0.945455,0.919540,0.254545,0.715328,0.888889,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
6,5,0.412746,0.847059,0.977444,0.678261,0.804598,0.959064,0.953437,0.491228,0.659459,0.750000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
6,6,0.431830,0.929236,0.000000,0.984701,0.772727,1.000000,0.987500,0.133333,0.315789,0.930233,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
6,7,0.253520,0.935627,0.992218,0.926022,0.651982,0.714286,0.970297,0.707610,0.637327,0.888889,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
