round,client,loss,accuracy,Normal,SQL_injection,Uploading,Backdoor,Port_Scanning,XSS,Password,Fingerprinting,norm_guard_rejected,krum_selected,krum_detected_byzantine,dp_epsilon_spent_cumulative,round_time_s,dp_full_run_target_epsilon,dp_per_round_target_epsilon_deprecated,dp_noise_multiplier,krum_scores_byzantine_mean,krum_scores_honest_mean,krum_score_ratio,nan_this_round
1,1,2.161218,0.048620,0.077124,0.066667,0.000000,0.000000,0.000000,0.175676,0.000000,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1,2,1.794202,0.512274,0.667592,0.147627,0.000000,0.000000,0.000000,0.138272,0.000000,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1,3,2.094741,0.011612,0.000000,0.121622,0.000000,0.000000,0.000000,0.152381,0.000000,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1,4,2.030537,0.071369,0.086809,0.130952,0.000000,0.000000,0.000000,0.208696,0.000000,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1,5,1.801006,0.481134,0.652873,0.159292,0.000000,0.000000,0.000000,0.210526,0.000000,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1,6,1.778551,0.405444,0.560301,0.138958,0.000000,0.000000,0.000000,0.212766,0.000000,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1,7,1.795410,0.627444,0.771007,0.134409,0.000000,0.000000,0.000000,0.080000,0.000000,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1,8,1.938261,0.352029,0.518318,0.094444,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1,9,1.931656,0.296905,0.447052,0.165919,0.000000,0.000000,0.000000,0.122605,0.000000,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1,10,1.748206,0.624704,0.771265,0.155963,0.000000,0.000000,0.000000,0.189474,0.000000,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1,MEAN,1.907379,0.343153,0.455234,0.131585,0.000000,0.000000,0.000000,0.149040,0.000000,0.000000,0,,N/A,N/A,144.79,N/A,N/A,N/A,N/A,N/A,N/A,0
2,1,2.379210,0.072273,0.077124,0.166667,0.000000,0.000000,0.000000,0.175676,0.115756,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2,2,1.622263,0.517907,0.667592,0.151351,0.000000,0.000000,0.000000,0.138272,0.117647,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2,3,2.242791,0.049576,0.000000,0.170616,0.076655,0.000000,0.000000,0.152381,0.152735,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2,4,2.117613,0.099076,0.086809,0.145215,0.152709,0.000000,0.000000,0.208696,0.064516,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2,5,1.595655,0.501258,0.652873,0.188679,0.088180,0.000000,0.000000,0.210526,0.119534,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2,6,1.653170,0.413682,0.560301,0.141653,0.090909,0.000000,0.000000,0.212766,0.138462,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2,7,1.633502,0.632590,0.771007,0.140056,0.085960,0.000000,0.000000,0.080000,0.000000,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2,8,1.912394,0.364558,0.518318,0.100295,0.132841,0.000000,0.000000,0.000000,0.193548,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2,9,1.925617,0.315629,0.447052,0.186398,0.100334,0.000000,0.000000,0.122605,0.126866,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2,10,1.505399,0.637549,0.771265,0.173175,0.063291,0.000000,0.000000,0.189474,0.120361,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2,MEAN,1.858761,0.360410,0.455234,0.156410,0.079088,0.000000,0.000000,0.149040,0.114942,0.000000,0,,N/A,N/A,158.89,N/A,N/A,N/A,N/A,N/A,N/A,0
3,1,2.179402,0.090670,0.081944,0.166667,0.000000,0.000000,0.028777,0.175676,0.185759,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3,2,1.607289,0.522334,0.674138,0.151351,0.000000,0.000000,0.000000,0.138272,0.200803,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3,3,2.120477,0.074140,0.000000,0.170616,0.067606,0.000000,0.028490,0.152381,0.241650,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3,4,2.080031,0.103275,0.090106,0.145215,0.140909,0.000000,0.000000,0.208696,0.208955,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3,5,1.500800,0.506060,0.657257,0.188679,0.086876,0.000000,0.051282,0.210526,0.177966,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3,6,1.812505,0.415115,0.565288,0.141653,0.080692,0.000000,0.010526,0.212766,0.233577,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3,7,1.478797,0.633619,0.781759,0.140056,0.072464,0.000000,0.041237,0.080000,0.000000,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3,8,1.918884,0.365752,0.521858,0.100295,0.126761,0.000000,0.000000,0.000000,0.303030,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3,9,1.786730,0.325564,0.462672,0.186398,0.077320,0.000000,0.014888,0.122605,0.210339,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3,10,1.433332,0.644862,0.775490,0.173175,0.058824,0.000000,0.000000,0.189474,0.194605,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3,MEAN,1.791825,0.368139,0.461051,0.156410,0.071145,0.000000,0.017520,0.149040,0.195668,0.000000,0,,N/A,N/A,134.88,N/A,N/A,N/A,N/A,N/A,N/A,0
4,1,1.236247,0.565046,0.182099,0.081081,0.000000,0.757835,0.952715,0.291139,0.560284,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4,2,1.321646,0.609658,0.816969,0.218597,0.034783,0.725806,0.779221,0.254630,0.308725,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4,3,1.346020,0.475212,0.000000,0.166154,0.164179,0.725404,0.957123,0.298246,0.556104,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4,4,1.480423,0.350126,0.189036,0.197183,0.225053,0.729412,0.895899,0.283333,0.173077,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4,5,1.253637,0.601418,0.788361,0.209524,0.218210,0.703911,0.623656,0.320988,0.439359,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4,6,1.468061,0.523281,0.796132,0.232919,0.165323,0.000000,0.974227,0.285714,0.116580,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4,7,1.108298,0.763979,0.908767,0.229268,0.164760,0.721649,0.982699,0.222222,0.030888,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4,8,1.306231,0.587112,0.749177,0.160622,0.238372,0.776999,0.814286,0.000000,0.075000,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4,9,1.297161,0.567826,0.663877,0.223602,0.179104,0.720000,0.966102,0.256228,0.414608,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4,10,1.177760,0.723715,0.877102,0.259669,0.094044,0.734513,0.636364,0.297030,0.450687,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4,MEAN,1.299548,0.576737,0.597152,0.197862,0.148383,0.659553,0.858229,0.250953,0.312531,0.000000,0,,N/A,N/A,165.91,N/A,N/A,N/A,N/A,N/A,N/A,0
5,1,1.063651,0.584757,0.289216,0.123596,0.222222,0.950662,0.950877,0.291139,0.337589,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5,2,0.881221,0.777062,0.865042,0.870008,0.260870,0.891892,0.764331,0.254630,0.339483,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5,3,1.107515,0.541760,0.000000,0.422319,0.343023,0.938725,0.955801,0.295652,0.386343,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5,4,1.044199,0.622166,0.288136,0.783821,0.404255,0.933775,0.887500,0.283333,0.368421,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5,5,0.960118,0.670707,0.844713,0.574086,0.345937,0.879630,0.617021,0.313253,0.308483,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5,6,0.810658,0.867479,0.904531,0.939872,0.366120,0.000000,0.974227,0.285714,0.376623,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5,7,0.766902,0.880961,0.942773,0.850192,0.328431,0.873469,0.981002,0.222222,0.250000,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5,8,0.826946,0.835919,0.884227,0.871448,0.360129,0.943168,0.805755,0.000000,0.410256,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5,9,0.993468,0.670997,0.748815,0.675422,0.355932,0.875000,0.961259,0.254417,0.361290,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5,10,0.853587,0.786759,0.921379,0.671241,0.273171,0.863309,0.636364,0.297030,0.336879,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5,MEAN,0.930826,0.723857,0.668883,0.678201,0.326009,0.814963,0.853414,0.249739,0.347537,0.000000,0,,N/A,N/A,134.88,N/A,N/A,N/A,N/A,N/A,N/A,0
6,1,0.997066,0.597240,0.388158,0.126801,0.100000,0.955689,0.950704,0.289062,0.342291,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
6,2,0.796289,0.789940,0.886381,0.872758,0.205128,0.904110,0.761290,0.370370,0.357664,0.142857,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
6,3,1.035092,0.568111,0.000000,0.439135,0.469974,0.942613,0.957123,0.244898,0.403211,1.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
6,4,0.957404,0.651553,0.331081,0.799431,0.505929,0.937294,0.889590,0.283871,0.307692,0.083333,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
6,5,0.859647,0.698376,0.876037,0.600834,0.500359,0.887850,0.617021,0.140351,0.327320,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
6,6,0.728738,0.872851,0.921328,0.943041,0.462687,0.222222,0.971576,0.222222,0.392157,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
6,7,0.670627,0.886106,0.944878,0.860104,0.416290,0.899160,0.982699,0.206897,0.454545,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
6,8,0.731814,0.860979,0.906175,0.894444,0.549575,0.946988,0.805755,0.173913,0.400000,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
6,9,0.912921,0.692014,0.797069,0.685062,0.484536,0.902857,0.961259,0.301020,0.372168,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
6,10,0.766307,0.788735,0.939875,0.681444,0.376000,0.873646,0.636364,0.233062,0.347137,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
6,MEAN,0.845590,0.740591,0.699098,0.690305,0.407048,0.847243,0.853338,0.246567,0.370419,0.122619,0,,N/A,N/A,153.57,N/A,N/A,N/A,N/A,N/A,N/A,0
