round,client,loss,accuracy,Normal,SQL_injection,Uploading,Backdoor,Port_Scanning,XSS,Password,Fingerprinting,norm_guard_rejected,krum_selected,krum_detected_byzantine,dp_epsilon_spent_cumulative,round_time_s,dp_full_run_target_epsilon,dp_per_round_target_epsilon_deprecated,dp_noise_multiplier,krum_scores_byzantine_mean,krum_scores_honest_mean,krum_score_ratio,nan_this_round
1,1,1.732181,0.558463,0.711656,0.000000,0.102845,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1,2,1.681758,0.669366,0.805460,0.070175,0.076923,0.000000,0.000000,0.166667,0.046693,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1,3,2.125218,0.063003,0.049611,0.164502,0.098522,0.000000,0.000000,0.134328,0.049767,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1,4,1.658169,0.659420,0.791966,0.136364,0.109023,0.000000,0.000000,0.166667,0.038835,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1,5,2.111085,0.112299,0.106326,0.181406,0.016529,0.000000,0.000000,0.091743,0.250000,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1,6,1.956536,0.336066,0.476190,0.147982,0.044444,0.000000,0.000000,0.124138,0.045977,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1,7,1.922365,0.421696,0.586187,0.192140,0.088496,0.000000,0.000000,0.176471,0.021661,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1,8,1.954394,0.185371,0.292712,0.044444,0.064777,0.000000,0.000000,0.126984,0.052019,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1,9,1.993546,0.268035,0.387702,0.151685,0.110345,0.000000,0.000000,0.077519,0.000000,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1,10,1.782212,0.556691,0.704530,0.141720,0.076923,0.000000,0.000000,0.120419,0.043796,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1,MEAN,1.891746,0.383041,0.491234,0.123042,0.078883,0.000000,0.000000,0.118494,0.054875,0.000000,0,,N/A,N/A,263.84,N/A,N/A,N/A,N/A,N/A,N/A,0
