round,client,loss,accuracy,Normal,SQL_injection,Uploading,Backdoor,Port_Scanning,XSS,Password,Fingerprinting,norm_guard_rejected,krum_selected,krum_detected_byzantine,dp_epsilon_spent_cumulative,round_time_s,dp_full_run_target_epsilon,dp_per_round_target_epsilon_deprecated,dp_noise_multiplier,krum_scores_byzantine_mean,krum_scores_honest_mean,krum_score_ratio,nan_this_round
1,1,1.623868,0.695578,0.821332,0.000000,0.000000,0.000000,0.000000,0.000000,0.100840,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1,2,2.002253,0.234257,0.374332,0.000000,0.000000,0.000000,0.000000,0.000000,0.159420,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1,3,2.004994,0.160389,0.278509,0.000000,0.000000,0.000000,0.000000,0.000000,0.095238,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1,4,1.763371,0.494147,0.657629,0.000000,0.000000,0.000000,0.000000,0.010526,0.117752,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1,5,2.082526,0.220116,0.353292,0.000000,0.000000,0.000000,0.000000,0.000000,0.142549,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1,6,1.731094,0.547170,0.723440,0.000000,0.000000,0.000000,0.000000,0.016216,0.070258,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1,7,1.877997,0.325324,0.490346,0.000000,0.000000,0.000000,0.000000,0.009302,0.092975,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1,8,1.757624,0.553855,0.725751,0.000000,0.000000,0.000000,0.000000,0.000000,0.096618,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1,9,2.008297,0.197556,0.333038,0.000000,0.000000,0.000000,0.000000,0.000000,0.062827,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1,10,1.923161,0.234658,0.372135,0.000000,0.000000,0.000000,0.000000,0.019608,0.121279,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1,MEAN,1.877518,0.366305,0.512980,0.000000,0.000000,0.000000,0.000000,0.005565,0.105976,0.000000,0,,N/A,N/A,43.27,N/A,N/A,N/A,N/A,N/A,N/A,0
2,1,1.429841,0.698980,0.821332,0.000000,0.000000,0.000000,0.000000,0.111111,0.102273,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2,2,2.023920,0.234257,0.374332,0.000000,0.000000,0.000000,0.000000,0.000000,0.159420,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2,3,2.020595,0.172539,0.278509,0.000000,0.000000,0.000000,0.000000,0.125000,0.102041,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2,4,1.641960,0.496443,0.657629,0.000000,0.000000,0.000000,0.000000,0.110000,0.118386,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2,5,2.156125,0.221722,0.353292,0.000000,0.000000,0.000000,0.000000,0.333333,0.144105,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2,6,1.602990,0.555839,0.723440,0.000000,0.000000,0.000000,0.000000,0.183168,0.074813,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2,7,1.824179,0.328040,0.490346,0.000000,0.000000,0.000000,0.000000,0.122807,0.094044,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2,8,1.659840,0.555010,0.725751,0.000000,0.000000,0.000000,0.000000,0.177778,0.098039,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2,9,2.027117,0.204684,0.333038,0.000000,0.000000,0.000000,0.000000,0.160920,0.065217,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2,10,1.894187,0.237796,0.372247,0.000000,0.000000,0.000000,0.000000,0.178571,0.122358,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2,MEAN,1.828075,0.370531,0.512992,0.000000,0.000000,0.000000,0.000000,0.150269,0.108070,0.000000,0,,N/A,N/A,45.01,N/A,N/A,N/A,N/A,N/A,N/A,0
3,1,1.392199,0.698980,0.821332,0.000000,0.000000,0.000000,0.000000,0.111111,0.102273,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3,2,2.031282,0.234257,0.374332,0.000000,0.000000,0.000000,0.000000,0.000000,0.159420,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3,3,2.019477,0.178615,0.278509,0.000000,0.075188,0.000000,0.000000,0.125000,0.107527,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3,4,1.615686,0.499656,0.657629,0.000000,0.072351,0.000000,0.000000,0.110000,0.119891,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
