round,client,loss,accuracy,Normal,SQL_injection,Uploading,Backdoor,Port_Scanning,XSS,Password,Fingerprinting,norm_guard_rejected,krum_selected,krum_detected_byzantine,dp_epsilon_spent_cumulative,round_time_s,dp_full_run_target_epsilon,dp_per_round_target_epsilon_deprecated,dp_noise_multiplier,krum_scores_byzantine_mean,krum_scores_honest_mean,krum_score_ratio,nan_this_round
1,1,1.131291,0.702948,0.828934,0.000000,0.000000,0.000000,0.000000,0.192593,0.102273,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1,2,3.550475,0.234257,0.377155,0.000000,0.000000,0.000000,0.000000,0.000000,0.159420,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1,3,2.986877,0.182260,0.282851,0.000000,0.000000,0.000000,0.000000,0.206897,0.102041,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1,4,1.816760,0.498738,0.665922,0.000000,0.000000,0.000000,0.000000,0.150538,0.118386,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1,5,2.944593,0.222044,0.356284,0.000000,0.000000,0.000000,0.000000,0.196721,0.144105,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1,6,1.823329,0.562723,0.729017,0.000000,0.000000,0.000000,0.000000,0.285078,0.074813,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1,7,2.266894,0.331592,0.496305,0.000000,0.000000,0.000000,0.000000,0.205298,0.094044,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1,8,2.151937,0.555876,0.727273,0.000000,0.000000,0.000000,0.000000,0.250000,0.098039,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1,9,2.627501,0.212831,0.338739,0.000000,0.000000,0.000000,0.000000,0.283019,0.065217,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1,10,2.909471,0.239540,0.378064,0.000000,0.000000,0.000000,0.000000,0.185185,0.122222,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1,MEAN,2.420913,0.374281,0.518054,0.000000,0.000000,0.000000,0.000000,0.195533,0.108056,0.000000,0,,N/A,N/A,37.39,N/A,N/A,N/A,N/A,N/A,N/A,0
2,1,0.994251,0.768141,0.864989,0.204082,0.000000,0.000000,0.640000,0.238095,0.596774,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
