round,client,loss,accuracy,Normal,SQL_injection,Uploading,Backdoor,Port_Scanning,XSS,Password,Fingerprinting,norm_guard_rejected,krum_selected,krum_detected_byzantine,dp_epsilon_spent_cumulative,round_time_s,dp_full_run_target_epsilon,dp_per_round_target_epsilon_deprecated,dp_noise_multiplier,krum_scores_byzantine_mean,krum_scores_honest_mean,krum_score_ratio,nan_this_round
1,1,1.098816,0.707483,0.827515,0.000000,0.000000,0.000000,0.000000,0.111111,0.176471,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1,2,3.455551,0.240554,0.376344,0.000000,0.000000,0.000000,0.000000,0.000000,0.223776,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1,3,2.933861,0.177400,0.282222,0.000000,0.000000,0.000000,0.000000,0.125000,0.163636,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1,4,1.755425,0.507000,0.663486,0.000000,0.000000,0.000000,0.000000,0.110000,0.191289,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1,5,2.719136,0.227828,0.355217,0.000000,0.000000,0.000000,0.000000,0.333333,0.217573,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1,6,1.787526,0.559663,0.728642,0.000000,0.000000,0.000000,0.000000,0.183168,0.135440,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1,7,2.192958,0.335980,0.494761,0.000000,0.000000,0.000000,0.000000,0.122807,0.164032,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1,8,2.073270,0.556454,0.726857,0.000000,0.000000,0.000000,0.000000,0.177778,0.141509,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1,9,2.499335,0.214868,0.338434,0.000000,0.000000,0.000000,0.000000,0.160920,0.158416,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1,10,2.812593,0.249651,0.376679,0.000000,0.000000,0.000000,0.000000,0.180180,0.189563,0.000000,0,0,0,N/A,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1,MEAN,2.332847,0.377688,0.517016,0.000000,0.000000,0.000000,0.000000,0.150430,0.176171,0.000000,0,,N/A,N/A,36.83,N/A,N/A,N/A,N/A,N/A,N/A,0
